id,sku,english,hebrew
1481648,1481648,"Fine Himalayan Salt, 1kg",
1481668,PSOVR21,Golden Crumbs from Matzah Flour KFP 350g (Osem) (12),
1481669,1481669,"Matza Shemura – Beit Yosef, 1kg",
1481670,100000010938,"Kosher for Passover Matza, 1kg",
1481682,CLDCTS01,Oven Roasted Turkey Breast,
1481683,100000003701,Beef Knockwurst,
1481684,CLDCTS03,Smoked Turkey Pastrami,
1481685,SAUS01,Beef Polish Sausage,
1481686,SUSG_PSTRM09,Classic Franks,
1481687,1481687,Beef Franks,
1481688,SUSG_PSTRM552,BEEF DINNER FRANKS,
1481691,Delikfp9,Smoked Turkey Breast,
1481742,1481742,Potato Starch,
1481744,1481744,vanilla extract,
1481745,100000011126,"Taaman Horseradish,",
1481751,,Panko (Coarse Breadcrumbs),
1481772,,Crushed Garlic 250g,
1481830,,Bladi Lemon,
1481832,,Sun-Dried Tomatoes in Olive Oil,
1481834,,Filfel Chuma (Spicy Pepper Paste),
1482079,,Treat Kosher Chicken Legs 2 pieces,
1482088,SHBTMNU22,Treat Kosher Aubergine Cream,
1482156,,Treat Kosher Fried Green Chilli,
1482161,,Treat Kosher S'chug,
1482177,KFPMEATPK8,Flanken Boneless Pack,
1482182,KFPMEATPK2,Brisket 1St Cut - S.Am Pack,
1482183,KFPMEATPK3,Brisket 2Nd Cut - S.Am Pack,
1482184,KFPMEATPK4,Chuck Eye Roast - S.Am Pack,
1482185,KFPMEATPK5,Chuck Kolichel Roast - S.Am Pack,
1482187,KFPMEATPK7,Fillet Mignon (Roast) Pack,
1482188,KFPMEATPK9,Flanken Breast Pack,
1482189,KFPMEATPK10,Flat Iron Roast Solomon Pack,
1482190,KFPMEATPK11,French Roast - S.Am Pack,
1482193,KFPMEATPK14,Lamb Roast Boneless Pack,
1482194,KFPMEATPK15,Lamb Spare Rib Pack,
1482195,KFPMEATPK16,London Broil Beef - S.Am Pack,
1482197,KFPMEATPK18,Middle Chuck Steak - S.Am Pack,
1482200,KFPMEATPK21,Rib Back Of Beef Pack,
1482202,KFPMEATPK23,Ribs Short Beef - Pack,
1482203,KFPMEATPK24,Ribs Spare Beef - Pack,
1482205,KFPMEATPK26,Skirt Steak Beef - S.Am Pack,
1482206,KFPMEATPK27,Tomahawk Rib Steak Pack,
1482207,KFPMEATPK28,Tongue Fresh Beef Pack,
1482211,KFPMEATPK32,"Chicken, Ground Breast Pack",
1482212,KFPMEATPK33,"Chicken, Necks Pack",
1482213,KFPMEATPK36,"Chicken, Whole Cut In 1/8Ths Pack",
1482216,KFPMEATPK44,Chicken Cutlets - Chimichurri Pack,
1482218,KFPMEATPK46,Chicken Cutlets - Shish Kabab Chimichurri Pack,
1482219,KFPMEATPK48,Beef Lyula Kabab - Mini - Weiss Pack,
1482220,KFPMEATPK42,Beef Burgers 6 Oz. Spicy - Weiss Pack,
1482223,KFPMEATPK49,Cheek Meat Beef - Solomon Pack,
1482229,SUSG_PSTRM566,Sliced Smoked Turkey Breast,
1482230,SUSG_PSTRM567,Chicken Bologna Sliced,
1482236,,Malawach,
1482242,,Bonjour Burekas,
1482243,,Bonjour Cheese Burkits,
1482244,,Bonjour Mushroom Burkits,
1482245,,Potato Burkits,
1482246,,Bonjour Cheese Buns,
1482247,,Bonjour Apple Cake,
1482248,,Bonjour Croissant Bites,
1482249,,Bonjour Butter Croissant Bites,
1482250,,Bonjour Chocolate Rugelach,
1482251,,Bonjour Spinach Filo Snail,
1482252,,Bonjour Pizza Shank,
1482259,"CRK,FLKS02",Osem Gold Cracker 150G,
1482267,100000012574,"Osem Tostaim Whole Grain, 100G",
1482272,,Toasteim Toasted Crackers with Sesame,
1482273,,Whole Grain Rice Crackers,
1482274,FRZNMEAT02,Ground Beef Pack,
1482275,COOK05,Osem Baked Ptitim Rice 500G,
1482280,COOK111,Walnut Oil 1 liter,
1482298,COOK21,Matzo Flour 500g (Rishon Matzot) (30),
1482300,PSOVR02,Onion Soup 400g,
1482301,COOK10,Mushroom Soup KFP 400g (Osem),
1482302,COOK75,Persian Rice 1 Kg,
1482324,COOK67,Hot Meal Spaghetti Bolognese,
1482332,COOK51,Brm Chia Seeds 12Oz,
1482333,COOK89,Barn Curled Pasta,
1482357,COOK109,AG Popcorn Butter,
1482364,,Egg Noodles,
1482367,,Osem Hot Meals,
1482373,100000011201,"Mia Almond Flour, 250G",
1482374,,Charcuterie Platter,
1482375,,Beef Salami,
1482377,,"Date Spread, 450g",
1482378,,"Natural Peanut Butter, 350g",
1482380,,"Maya Dulce de Leche, 400g",
1482381,,Rum Baking Extract,
1482382,,"Taaman Baking Powder, 100g",
1482384,,Cheese Pizza Snacks,
1479192,CAK_CK64,Gluten-Free Petit Beurre Chocolate Biscuit,
1480148,BRKFSCE09,Telma Nougat Pillows 686g,
1480318,HOTDRNK04,Nescafe Instant Coffee 200g (Elite) (12),
1480320,HOTDRNK05,Elite Vanilla Instant Coffee 200G,
1480330,1480330,"Fuze Tea Bottle, 1.5 liters",
1480391,SFTDRNK59,Prigat Mango 1 Ltr,
1480393,SFTDRNK61,Neviot flavoured water 500 ml,
1480815,CNNFDS236,Sweet Chili Sauce,
1480836,NP05,Medium Whole Green Olives with Pits,
1481311,BAKI57,Vanilla Flavor Essence 50ml (Maymon's)(24),
1481345,1481345,"Baking Soda, 100g",
1481388,CAK_CK17,Pinukiot Filled with Tortit Cream (14),
1481598,PSOVR42,Instant Chocolate Pudding Osem 80g 1 unit (12),
1482358,COOK116,"Cup-A-Soup Tomato Flavor with Croutons, Pack of 2 * 28g",
